show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s3550,TV Show,Title 3550,Director 69,Actor 410,"Italy, United Kingdom, Spain","May 30, 2021",2011,PG-13,80 min,"Fantasy, Horror",Description for title 3550
s3551,Movie,Title 3551,Director 128,Actor 122,"Australia, United States, South Korea","December 06, 2019",1995,R,132 min,"Fantasy, Romance",Description for title 3551
s3552,Movie,Title 3552,Director 117,Actor 82,"India, Spain, United States","November 19, 2023",2014,TV-Y,98 min,"Romance, Comedy",Description for title 3552
s3553,Movie,Title 3553,Director 197,Actor 158,"South Korea, France","January 13, 2018",1991,TV-Y7,57 min,"Drama, Horror, Animation",Description for title 3553
s3554,Movie,Title 3554,Director 55,Actor 493,"Italy, Brazil","July 29, 2020",2006,TV-14,163 min,"Animation, Adventure, Fantasy",Description for title 3554
s3555,Movie,Title 3555,Director 30,Actor 328,"Turkey, Mexico, Australia","June 06, 2021",1998,TV-G,2 Seasons,"Action, Romance, Fantasy",Description for title 3555
s3556,Movie,Title 3556,Director 36,Actor 101,"Brazil, Netherlands, France","April 17, 2018",2009,R,5 Seasons,"Drama, Documentary",Description for title 3556
s3557,Movie,Title 3557,Director 174,Actor 336,United Kingdom,"July 11, 2020",2004,TV-PG,1 Seasons,"Action, Documentary, Horror",Description for title 3557
s3558,Movie,Title 3558,Director 90,Actor 82,"India, Brazil, United Kingdom","December 28, 2019",2015,PG-13,69 min,"Action, Thriller, Documentary",Description for title 3558
s3559,Movie,Title 3559,Director 113,Actor 43,Turkey,"July 20, 2018",2014,PG-13,12 Seasons,"Crime, Horror, Sci-Fi",Description for title 3559
s3560,Movie,Title 3560,Director 127,Actor 67,"India, Germany","February 06, 2024",2020,NC-17,4 Seasons,"Horror, Animation, Crime",Description for title 3560
s3561,TV Show,Title 3561,Director 174,Actor 47,Turkey,"May 28, 2024",2019,PG,1 Seasons,"Animation, Documentary, Crime",Description for title 3561
s3562,Movie,Title 3562,Director 121,Actor 56,"United Kingdom, Spain, India","October 02, 2022",1999,G,175 min,Romance,Description for title 3562
s3563,Movie,Title 3563,Director 68,Actor 74,"Canada, France, Spain","June 22, 2021",2010,TV-PG,102 min,Fantasy,Description for title 3563
s3564,Movie,Title 3564,Director 185,Actor 21,"India, France","March 23, 2024",2013,TV-G,79 min,"Action, Animation",Description for title 3564
s3565,TV Show,Title 3565,Director 35,Actor 131,Brazil,"November 25, 2025",2023,PG-13,41 min,"Sci-Fi, Animation",Description for title 3565
s3566,Movie,Title 3566,Director 31,Actor 464,"Australia, Turkey","March 06, 2021",2017,TV-MA,1 Seasons,"Action, Animation",Description for title 3566
s3567,TV Show,Title 3567,Director 63,Actor 455,"Netherlands, United Kingdom","February 25, 2018",2013,NC-17,70 min,"Documentary, Crime",Description for title 3567
s3568,TV Show,Title 3568,Director 198,Actor 301,"United Kingdom, Mexico, United States","June 16, 2022",2018,TV-G,10 Seasons,"Documentary, Fantasy",Description for title 3568
s3569,TV Show,Title 3569,Director 169,Actor 442,"South Korea, Turkey","March 12, 2022",2006,PG,9 Seasons,"Action, Crime",Description for title 3569
s3570,Movie,Title 3570,Director 47,Actor 417,"United Kingdom, Germany, India","June 17, 2024",2013,TV-Y7,49 min,Crime,Description for title 3570
s3571,Movie,Title 3571,Director 80,Actor 266,"Spain, Canada, Australia","April 27, 2022",2006,TV-PG,65 min,"Romance, Animation, Adventure",Description for title 3571
s3572,TV Show,Title 3572,Director 157,Actor 286,Japan,"September 28, 2022",1995,R,118 min,"Horror, Animation",Description for title 3572
s3573,TV Show,Title 3573,Director 148,Actor 394,"Japan, Brazil, Spain","October 22, 2019",2020,PG,147 min,"Crime, Sci-Fi",Description for title 3573
s3574,TV Show,Title 3574,Director 59,Actor 119,Spain,"May 17, 2019",2009,TV-PG,69 min,"Thriller, Horror, Sci-Fi",Description for title 3574
s3575,Movie,Title 3575,Director 140,Actor 245,"Germany, Netherlands, Mexico","May 13, 2019",1991,TV-14,119 min,"Animation, Fantasy, Adventure",Description for title 3575
s3576,Movie,Title 3576,Director 0,Actor 55,United Kingdom,"June 18, 2022",2007,G,123 min,"Fantasy, Adventure, Romance",Description for title 3576
s3577,Movie,Title 3577,Director 64,Actor 37,"India, Spain, Turkey","October 18, 2022",2011,TV-Y,141 min,Fantasy,Description for title 3577
s3578,TV Show,Title 3578,Director 32,Actor 244,"United Kingdom, Italy","December 16, 2022",2015,TV-G,6 Seasons,Sci-Fi,Description for title 3578
s3579,Movie,Title 3579,Director 37,Actor 20,"Turkey, United Kingdom","July 07, 2020",2001,PG,12 Seasons,Drama,Description for title 3579
s3580,Movie,Title 3580,Director 24,Actor 109,United States,"August 08, 2019",1995,TV-14,8 Seasons,"Romance, Fantasy",Description for title 3580
s3581,TV Show,Title 3581,Director 153,Actor 93,Australia,"July 02, 2022",2006,TV-Y7,5 Seasons,"Sci-Fi, Animation",Description for title 3581
s3582,Movie,Title 3582,Director 58,Actor 393,"Spain, India, Australia","October 05, 2021",2003,TV-Y7,169 min,"Thriller, Comedy",Description for title 3582
s3583,TV Show,Title 3583,Director 160,Actor 409,Turkey,"December 04, 2024",1999,PG-13,8 Seasons,"Comedy, Thriller, Romance",Description for title 3583
s3584,Movie,Title 3584,Director 100,Actor 474,"Germany, Australia","January 14, 2023",2015,TV-14,10 Seasons,"Thriller, Horror, Comedy",Description for title 3584
s3585,Movie,Title 3585,Director 126,Actor 135,"United States, Turkey, Canada","November 30, 2021",1992,R,1 Seasons,"Thriller, Comedy, Horror",Description for title 3585
s3586,Movie,Title 3586,Director 40,Actor 230,"Brazil, Mexico","May 21, 2022",2004,TV-G,138 min,"Horror, Crime",Description for title 3586
s3587,TV Show,Title 3587,Director 157,Actor 7,"Japan, Brazil, United States","September 27, 2025",2005,TV-Y,1 Seasons,"Action, Comedy, Adventure",Description for title 3587
s3588,Movie,Title 3588,Director 56,Actor 443,"Spain, Mexico","July 25, 2022",2003,TV-MA,103 min,"Drama, Comedy, Romance",Description for title 3588
s3589,Movie,Title 3589,Director 176,Actor 327,Germany,"December 31, 2020",2002,PG,4 Seasons,Documentary,Description for title 3589
s3590,TV Show,Title 3590,Director 47,Actor 374,"United Kingdom, Australia, Brazil","February 24, 2018",2016,TV-Y,120 min,"Drama, Fantasy",Description for title 3590
s3591,Movie,Title 3591,Director 71,Actor 289,"Canada, Australia","December 30, 2017",1997,TV-Y7,63 min,"Horror, Sci-Fi, Drama",Description for title 3591
s3592,Movie,Title 3592,Director 176,Actor 250,"France, Turkey, Mexico","May 13, 2018",2012,TV-G,171 min,"Adventure, Crime",Description for title 3592
s3593,Movie,Title 3593,Director 174,Actor 399,"Japan, Canada","September 13, 2024",2000,TV-G,162 min,"Drama, Crime",Description for title 3593
s3594,Movie,Title 3594,Director 55,Actor 360,"Brazil, India","September 06, 2021",1994,TV-G,13 Seasons,"Animation, Comedy",Description for title 3594
s3595,Movie,Title 3595,Director 64,Actor 396,"United Kingdom, Germany, France","June 16, 2021",1994,TV-G,13 Seasons,"Adventure, Sci-Fi",Description for title 3595
s3596,Movie,Title 3596,Director 11,Actor 86,"South Korea, Germany","February 15, 2019",2014,TV-Y,65 min,Romance,Description for title 3596
s3597,Movie,Title 3597,Director 68,Actor 203,"Spain, France","February 26, 2025",2007,G,146 min,"Thriller, Sci-Fi",Description for title 3597
s3598,Movie,Title 3598,Director 133,Actor 218,"Netherlands, Canada, United Kingdom","February 10, 2019",2013,R,11 Seasons,"Adventure, Romance",Description for title 3598
s3599,TV Show,Title 3599,Director 88,Actor 405,"Mexico, France","April 15, 2019",1998,PG,14 Seasons,"Sci-Fi, Animation",Description for title 3599
s3600,Movie,Title 3600,Director 192,Actor 479,United Kingdom,"February 14, 2022",2000,TV-14,122 min,Sci-Fi,Description for title 3600
s3601,Movie,Title 3601,Director 24,Actor 240,India,"December 14, 2020",2003,TV-Y7,101 min,Crime,Description for title 3601
s3602,Movie,Title 3602,Director 0,Actor 410,United States,"February 15, 2022",1998,G,7 Seasons,Adventure,Description for title 3602
s3603,Movie,Title 3603,Director 159,Actor 319,"Netherlands, United States","November 05, 2023",1994,NC-17,11 Seasons,Action,Description for title 3603
s3604,Movie,Title 3604,Director 130,Actor 257,Australia,"May 09, 2018",2016,TV-14,14 Seasons,"Romance, Fantasy, Thriller",Description for title 3604
s3605,Movie,Title 3605,Director 48,Actor 108,Japan,"January 31, 2020",2000,TV-G,14 Seasons,"Documentary, Horror, Drama",Description for title 3605
s3606,TV Show,Title 3606,Director 146,Actor 255,Netherlands,"January 16, 2021",2017,R,4 Seasons,"Horror, Action, Drama",Description for title 3606
s3607,Movie,Title 3607,Director 59,Actor 480,"Italy, Australia, United States","November 25, 2022",1998,TV-Y7,111 min,Fantasy,Description for title 3607
s3608,TV Show,Title 3608,Director 156,Actor 281,"India, Japan, Germany","April 08, 2025",2002,NC-17,127 min,"Sci-Fi, Crime",Description for title 3608
s3609,TV Show,Title 3609,Director 177,Actor 219,"Australia, Japan, Netherlands","December 04, 2019",2008,G,99 min,"Horror, Drama, Sci-Fi",Description for title 3609
s3610,Movie,Title 3610,Director 1,Actor 82,"Netherlands, India","March 29, 2019",1997,TV-MA,132 min,"Romance, Crime",Description for title 3610
s3611,Movie,Title 3611,Director 72,Actor 106,India,"October 17, 2020",1993,TV-MA,11 Seasons,Horror,Description for title 3611
s3612,Movie,Title 3612,Director 183,Actor 68,"Japan, Brazil","August 29, 2023",2014,PG,100 min,"Documentary, Sci-Fi",Description for title 3612
s3613,TV Show,Title 3613,Director 144,Actor 96,United Kingdom,"December 04, 2025",1996,NC-17,10 Seasons,Romance,Description for title 3613
s3614,Movie,Title 3614,Director 187,Actor 211,Japan,"March 25, 2023",2016,TV-Y7,2 Seasons,"Horror, Crime, Animation",Description for title 3614
s3615,Movie,Title 3615,Director 109,Actor 285,India,"September 01, 2023",2012,TV-Y7,10 Seasons,"Fantasy, Horror, Adventure",Description for title 3615
s3616,Movie,Title 3616,Director 163,Actor 236,"South Korea, India, Australia","May 30, 2019",2018,TV-PG,118 min,"Romance, Horror",Description for title 3616
s3617,TV Show,Title 3617,Director 60,Actor 7,"Spain, India","December 17, 2019",1999,PG-13,123 min,Thriller,Description for title 3617
s3618,TV Show,Title 3618,Director 16,Actor 293,United Kingdom,"October 22, 2022",2021,R,4 Seasons,"Crime, Adventure",Description for title 3618
s3619,Movie,Title 3619,Director 48,Actor 188,"Japan, Canada","May 11, 2020",2012,PG-13,10 Seasons,"Thriller, Romance, Comedy",Description for title 3619
s3620,TV Show,Title 3620,Director 75,Actor 80,"Australia, United States","May 19, 2019",2013,TV-G,2 Seasons,"Sci-Fi, Drama",Description for title 3620
s3621,Movie,Title 3621,Director 187,Actor 107,"Netherlands, Germany","May 20, 2024",2010,TV-PG,5 Seasons,Documentary,Description for title 3621
s3622,Movie,Title 3622,Director 147,Actor 320,"South Korea, Australia","January 15, 2026",2018,TV-G,101 min,"Adventure, Animation",Description for title 3622
s3623,TV Show,Title 3623,Director 177,Actor 66,"South Korea, Netherlands, Mexico","July 10, 2019",2016,PG,46 min,Horror,Description for title 3623
s3624,Movie,Title 3624,Director 130,Actor 173,United Kingdom,"March 06, 2019",2023,TV-14,8 Seasons,"Romance, Animation",Description for title 3624
s3625,Movie,Title 3625,Director 42,Actor 345,"France, India, Netherlands","April 14, 2020",2015,G,3 Seasons,"Romance, Documentary, Drama",Description for title 3625
s3626,Movie,Title 3626,Director 56,Actor 350,"Spain, France, Japan","May 23, 2018",2004,NC-17,8 Seasons,"Drama, Crime, Comedy",Description for title 3626
s3627,TV Show,Title 3627,Director 49,Actor 327,"Spain, United States","December 15, 2024",1995,PG,9 Seasons,"Fantasy, Animation",Description for title 3627
s3628,TV Show,Title 3628,Director 195,Actor 42,Japan,"October 19, 2021",2014,PG-13,64 min,"Fantasy, Romance, Crime",Description for title 3628
s3629,Movie,Title 3629,Director 177,Actor 186,"Brazil, Australia, India","May 30, 2024",2007,TV-PG,7 Seasons,"Documentary, Horror",Description for title 3629
s3630,TV Show,Title 3630,Director 36,Actor 301,Canada,"December 30, 2017",1996,PG-13,8 Seasons,"Crime, Horror, Animation",Description for title 3630
s3631,Movie,Title 3631,Director 45,Actor 199,United Kingdom,"June 01, 2019",1991,G,148 min,Adventure,Description for title 3631
s3632,Movie,Title 3632,Director 169,Actor 380,"France, Mexico, India","February 22, 2021",2023,TV-PG,4 Seasons,Comedy,Description for title 3632
s3633,Movie,Title 3633,Director 14,Actor 418,Germany,"February 27, 2021",1990,PG,73 min,"Crime, Sci-Fi",Description for title 3633
s3634,Movie,Title 3634,Director 160,Actor 38,United States,"October 25, 2023",1991,TV-14,110 min,"Documentary, Crime, Horror",Description for title 3634
s3635,Movie,Title 3635,Director 79,Actor 219,"Germany, India, Canada","October 14, 2021",1993,TV-Y,10 Seasons,"Horror, Documentary, Animation",Description for title 3635
s3636,TV Show,Title 3636,Director 138,Actor 306,"Germany, Brazil, Australia","February 06, 2020",2017,TV-MA,58 min,"Romance, Documentary, Fantasy",Description for title 3636
s3637,Movie,Title 3637,Director 147,Actor 3,"Japan, Spain","March 30, 2024",2012,TV-MA,62 min,Drama,Description for title 3637
s3638,Movie,Title 3638,Director 23,Actor 120,"Brazil, United States","June 01, 2025",2009,TV-Y7,52 min,"Fantasy, Comedy, Horror",Description for title 3638
s3639,Movie,Title 3639,Director 124,Actor 335,United Kingdom,"April 29, 2022",2001,TV-PG,111 min,"Fantasy, Sci-Fi",Description for title 3639
s3640,Movie,Title 3640,Director 191,Actor 76,"United States, South Korea, Spain","June 23, 2024",2021,TV-G,3 Seasons,Crime,Description for title 3640
s3641,TV Show,Title 3641,Director 117,Actor 467,"Spain, United States, South Korea","February 09, 2020",2020,TV-Y,159 min,"Adventure, Sci-Fi",Description for title 3641
s3642,Movie,Title 3642,Director 79,Actor 178,India,"April 13, 2021",2007,R,6 Seasons,"Action, Sci-Fi",Description for title 3642
s3643,Movie,Title 3643,Director 93,Actor 132,"Japan, Mexico, France","December 03, 2021",2018,R,5 Seasons,"Drama, Adventure",Description for title 3643
s3644,TV Show,Title 3644,Director 64,Actor 310,"Brazil, Mexico","August 18, 2024",2023,R,4 Seasons,"Animation, Comedy, Romance",Description for title 3644
s3645,Movie,Title 3645,Director 87,Actor 228,"Netherlands, Canada","March 09, 2025",2018,TV-MA,7 Seasons,"Documentary, Adventure",Description for title 3645
s3646,Movie,Title 3646,Director 87,Actor 275,"Turkey, Netherlands","April 27, 2022",2016,TV-14,5 Seasons,Thriller,Description for title 3646
s3647,Movie,Title 3647,Director 144,Actor 151,"South Korea, India, Italy","March 24, 2020",2020,PG,13 Seasons,"Animation, Drama",Description for title 3647
s3648,Movie,Title 3648,Director 125,Actor 163,Canada,"October 12, 2023",2023,TV-Y7,12 Seasons,"Crime, Romance, Drama",Description for title 3648
s3649,TV Show,Title 3649,Director 88,Actor 289,Germany,"June 15, 2021",2006,G,1 Seasons,"Adventure, Comedy",Description for title 3649
s3650,TV Show,Title 3650,Director 60,Actor 377,"Netherlands, Turkey","March 01, 2020",2009,NC-17,12 Seasons,Drama,Description for title 3650
s3651,Movie,Title 3651,Director 14,Actor 108,"Italy, Japan","March 27, 2025",2020,TV-MA,5 Seasons,"Romance, Drama, Fantasy",Description for title 3651
s3652,TV Show,Title 3652,Director 93,Actor 125,Turkey,"January 17, 2022",2020,R,12 Seasons,"Horror, Thriller, Documentary",Description for title 3652
s3653,Movie,Title 3653,Director 50,Actor 239,United States,"July 03, 2018",2010,PG,12 Seasons,"Action, Sci-Fi",Description for title 3653
s3654,Movie,Title 3654,Director 26,Actor 309,"Australia, Italy","June 17, 2021",1996,TV-PG,43 min,"Documentary, Animation, Thriller",Description for title 3654
s3655,Movie,Title 3655,Director 73,Actor 417,"Spain, United Kingdom, France","January 03, 2019",2021,G,142 min,"Documentary, Adventure",Description for title 3655
s3656,Movie,Title 3656,Director 60,Actor 466,"India, Spain, Netherlands","December 01, 2023",2001,R,64 min,Documentary,Description for title 3656
s3657,Movie,Title 3657,Director 185,Actor 400,"Spain, Germany","October 06, 2021",2012,TV-Y,58 min,"Romance, Thriller",Description for title 3657
s3658,Movie,Title 3658,Director 30,Actor 388,"Netherlands, Australia","December 01, 2022",1995,R,134 min,Animation,Description for title 3658
s3659,TV Show,Title 3659,Director 11,Actor 344,"United Kingdom, India, France","December 18, 2024",2021,TV-14,135 min,Crime,Description for title 3659
s3660,Movie,Title 3660,Director 45,Actor 145,"Germany, Canada","November 18, 2021",2004,TV-14,85 min,"Action, Fantasy, Crime",Description for title 3660
s3661,Movie,Title 3661,Director 158,Actor 251,United States,"July 24, 2022",2015,R,13 Seasons,"Thriller, Fantasy, Drama",Description for title 3661
s3662,Movie,Title 3662,Director 31,Actor 182,"Italy, Spain","March 23, 2023",2009,PG,84 min,Drama,Description for title 3662
s3663,Movie,Title 3663,Director 159,Actor 308,Australia,"February 10, 2022",2001,TV-MA,9 Seasons,Drama,Description for title 3663
s3664,Movie,Title 3664,Director 180,Actor 305,Spain,"June 01, 2023",2015,TV-14,1 Seasons,Action,Description for title 3664
s3665,Movie,Title 3665,Director 60,Actor 71,"France, Japan","April 02, 2024",2019,TV-PG,112 min,"Romance, Animation, Sci-Fi",Description for title 3665
s3666,TV Show,Title 3666,Director 45,Actor 218,"Japan, United Kingdom","January 02, 2022",2018,TV-PG,3 Seasons,"Sci-Fi, Action",Description for title 3666
s3667,Movie,Title 3667,Director 84,Actor 206,Turkey,"November 20, 2018",2019,G,2 Seasons,"Horror, Documentary, Sci-Fi",Description for title 3667
s3668,Movie,Title 3668,Director 79,Actor 172,"Mexico, Turkey","October 12, 2020",2002,G,178 min,"Drama, Fantasy, Action",Description for title 3668
s3669,Movie,Title 3669,Director 134,Actor 140,Brazil,"October 19, 2020",2011,TV-G,10 Seasons,Adventure,Description for title 3669
s3670,Movie,Title 3670,Director 3,Actor 271,"India, United Kingdom, Italy","January 14, 2026",2006,TV-PG,5 Seasons,"Drama, Horror, Adventure",Description for title 3670
s3671,Movie,Title 3671,Director 51,Actor 213,Spain,"November 30, 2024",2012,TV-MA,74 min,"Sci-Fi, Drama",Description for title 3671
s3672,TV Show,Title 3672,Director 158,Actor 467,"Netherlands, Japan, France","December 28, 2025",2014,PG-13,179 min,Fantasy,Description for title 3672
s3673,Movie,Title 3673,Director 111,Actor 268,"Japan, India, France","October 29, 2024",1995,PG-13,51 min,"Adventure, Horror",Description for title 3673
s3674,Movie,Title 3674,Director 35,Actor 19,"United Kingdom, Japan","October 26, 2019",2015,PG,13 Seasons,"Comedy, Adventure, Horror",Description for title 3674
s3675,Movie,Title 3675,Director 181,Actor 65,"Brazil, Australia","April 18, 2022",2010,TV-PG,13 Seasons,Animation,Description for title 3675
s3676,Movie,Title 3676,Director 53,Actor 482,Spain,"March 30, 2021",1995,PG,3 Seasons,"Horror, Thriller, Drama",Description for title 3676
s3677,Movie,Title 3677,Director 118,Actor 302,France,"August 02, 2018",2011,TV-Y7,159 min,Action,Description for title 3677
s3678,TV Show,Title 3678,Director 126,Actor 146,"Netherlands, Canada","February 07, 2023",2006,PG,3 Seasons,"Action, Crime",Description for title 3678
s3679,Movie,Title 3679,Director 16,Actor 428,United States,"June 02, 2019",2000,TV-14,14 Seasons,Documentary,Description for title 3679
s3680,TV Show,Title 3680,Director 74,Actor 164,"Brazil, Japan, Netherlands","July 28, 2018",1993,TV-14,1 Seasons,"Documentary, Fantasy, Sci-Fi",Description for title 3680
s3681,Movie,Title 3681,Director 157,Actor 377,"Japan, United States, Turkey","May 24, 2023",1999,TV-Y,91 min,"Fantasy, Documentary",Description for title 3681
s3682,TV Show,Title 3682,Director 104,Actor 309,India,"January 29, 2025",2006,PG-13,6 Seasons,Action,Description for title 3682
s3683,Movie,Title 3683,Director 149,Actor 5,"South Korea, Spain, United Kingdom","September 26, 2024",2007,G,46 min,Drama,Description for title 3683
s3684,TV Show,Title 3684,Director 116,Actor 13,South Korea,"October 09, 2019",2008,TV-Y,116 min,"Adventure, Action",Description for title 3684
s3685,Movie,Title 3685,Director 42,Actor 131,United States,"September 19, 2021",2011,PG,3 Seasons,"Action, Documentary, Animation",Description for title 3685
s3686,TV Show,Title 3686,Director 111,Actor 341,"India, United States, Japan","January 21, 2024",2004,TV-Y7,14 Seasons,"Documentary, Fantasy",Description for title 3686
s3687,Movie,Title 3687,Director 114,Actor 242,"Netherlands, Australia","December 05, 2024",2008,TV-PG,179 min,"Sci-Fi, Action",Description for title 3687
s3688,Movie,Title 3688,Director 26,Actor 438,Turkey,"April 17, 2020",2014,G,146 min,"Romance, Animation, Fantasy",Description for title 3688
s3689,Movie,Title 3689,Director 36,Actor 230,"Italy, Netherlands","February 16, 2023",2007,R,169 min,"Animation, Sci-Fi",Description for title 3689
s3690,TV Show,Title 3690,Director 45,Actor 227,"Netherlands, Japan, Turkey","January 10, 2018",2001,NC-17,124 min,Comedy,Description for title 3690
s3691,Movie,Title 3691,Director 112,Actor 161,"Japan, Canada, Netherlands","September 17, 2023",2021,TV-PG,9 Seasons,Action,Description for title 3691
s3692,TV Show,Title 3692,Director 34,Actor 282,"Turkey, Australia, Spain","May 07, 2022",2015,PG-13,12 Seasons,"Action, Romance, Thriller",Description for title 3692
s3693,Movie,Title 3693,Director 131,Actor 262,Germany,"April 27, 2019",2015,TV-Y,11 Seasons,Drama,Description for title 3693
s3694,Movie,Title 3694,Director 79,Actor 130,"Germany, Mexico","October 31, 2021",2017,NC-17,117 min,"Thriller, Documentary",Description for title 3694
s3695,Movie,Title 3695,Director 79,Actor 430,"Germany, South Korea, Australia","January 09, 2025",2014,NC-17,123 min,Thriller,Description for title 3695
s3696,TV Show,Title 3696,Director 153,Actor 224,France,"December 02, 2018",2019,PG,66 min,Action,Description for title 3696
s3697,TV Show,Title 3697,Director 120,Actor 257,"France, Turkey, Brazil","December 19, 2021",2003,TV-14,110 min,"Fantasy, Crime, Documentary",Description for title 3697
s3698,TV Show,Title 3698,Director 146,Actor 233,"Spain, Turkey, Japan","July 30, 2023",1990,NC-17,40 min,Animation,Description for title 3698
s3699,Movie,Title 3699,Director 121,Actor 335,"Mexico, Italy","March 12, 2018",2022,PG-13,77 min,"Documentary, Romance",Description for title 3699
s3700,Movie,Title 3700,Director 80,Actor 408,India,"January 01, 2019",2000,PG,139 min,Horror,Description for title 3700
s3701,TV Show,Title 3701,Director 172,Actor 315,"South Korea, India","January 04, 2022",2010,TV-MA,1 Seasons,"Romance, Documentary, Horror",Description for title 3701
s3702,Movie,Title 3702,Director 153,Actor 462,"Mexico, Australia","July 14, 2021",2011,TV-Y,122 min,"Sci-Fi, Horror, Romance",Description for title 3702
s3703,TV Show,Title 3703,Director 149,Actor 23,Australia,"March 31, 2023",1994,G,3 Seasons,"Adventure, Action",Description for title 3703
s3704,TV Show,Title 3704,Director 118,Actor 270,"Canada, Germany, United States","December 16, 2022",2007,TV-Y,13 Seasons,"Animation, Fantasy",Description for title 3704
s3705,TV Show,Title 3705,Director 57,Actor 94,"Mexico, Turkey, Canada","December 17, 2019",2018,TV-G,146 min,"Horror, Action",Description for title 3705
s3706,TV Show,Title 3706,Director 62,Actor 141,Germany,"June 01, 2023",2007,PG-13,12 Seasons,"Action, Romance, Sci-Fi",Description for title 3706
s3707,Movie,Title 3707,Director 155,Actor 181,United States,"March 01, 2025",2001,TV-14,52 min,Horror,Description for title 3707
s3708,Movie,Title 3708,Director 192,Actor 205,"Brazil, Germany, Turkey","January 21, 2023",2010,TV-Y7,59 min,Thriller,Description for title 3708
s3709,TV Show,Title 3709,Director 171,Actor 389,"Italy, Brazil, Netherlands","October 21, 2021",2019,PG-13,44 min,"Crime, Action",Description for title 3709
s3710,Movie,Title 3710,Director 99,Actor 461,India,"April 03, 2018",2004,TV-Y,4 Seasons,"Thriller, Comedy",Description for title 3710
s3711,TV Show,Title 3711,Director 170,Actor 80,"Netherlands, Italy","February 03, 2019",2017,TV-Y7,9 Seasons,"Animation, Comedy, Sci-Fi",Description for title 3711
s3712,TV Show,Title 3712,Director 164,Actor 273,"Brazil, Germany","July 13, 2019",1993,TV-MA,10 Seasons,Comedy,Description for title 3712
s3713,Movie,Title 3713,Director 65,Actor 275,United States,"May 26, 2021",2017,PG-13,6 Seasons,Documentary,Description for title 3713
s3714,TV Show,Title 3714,Director 144,Actor 370,"Turkey, Netherlands","May 21, 2021",2019,TV-MA,111 min,"Romance, Adventure",Description for title 3714
s3715,Movie,Title 3715,Director 167,Actor 445,"Brazil, South Korea","January 11, 2018",2016,NC-17,1 Seasons,"Adventure, Sci-Fi",Description for title 3715
s3716,Movie,Title 3716,Director 165,Actor 464,Brazil,"January 25, 2018",2005,PG-13,61 min,"Drama, Documentary, Fantasy",Description for title 3716
s3717,Movie,Title 3717,Director 84,Actor 207,"Canada, France","December 08, 2023",2021,R,8 Seasons,Adventure,Description for title 3717
s3718,Movie,Title 3718,Director 188,Actor 295,"Australia, United States","February 19, 2018",2001,NC-17,124 min,"Drama, Romance",Description for title 3718
s3719,Movie,Title 3719,Director 136,Actor 38,"Netherlands, Italy, South Korea","November 23, 2019",2004,TV-Y7,168 min,Documentary,Description for title 3719
s3720,Movie,Title 3720,Director 188,Actor 435,South Korea,"June 24, 2021",2008,R,41 min,Adventure,Description for title 3720
s3721,TV Show,Title 3721,Director 143,Actor 287,South Korea,"December 28, 2022",2007,R,132 min,Thriller,Description for title 3721
s3722,TV Show,Title 3722,Director 122,Actor 123,"Spain, Brazil","September 14, 2024",2015,PG,10 Seasons,Comedy,Description for title 3722
s3723,Movie,Title 3723,Director 1,Actor 363,Netherlands,"December 13, 2018",2000,NC-17,168 min,"Crime, Adventure, Fantasy",Description for title 3723
s3724,Movie,Title 3724,Director 105,Actor 456,Turkey,"December 12, 2025",2019,PG-13,8 Seasons,Fantasy,Description for title 3724
s3725,TV Show,Title 3725,Director 107,Actor 282,"India, Canada","June 21, 2022",2017,R,148 min,"Horror, Thriller, Comedy",Description for title 3725
s3726,Movie,Title 3726,Director 71,Actor 365,"Italy, Japan, India","February 04, 2018",2012,TV-MA,174 min,"Thriller, Crime",Description for title 3726
s3727,Movie,Title 3727,Director 170,Actor 179,Spain,"August 28, 2018",2004,TV-G,62 min,"Thriller, Documentary, Drama",Description for title 3727
s3728,Movie,Title 3728,Director 125,Actor 96,"Canada, Japan, India","April 08, 2018",2000,R,85 min,"Documentary, Crime, Action",Description for title 3728
s3729,Movie,Title 3729,Director 169,Actor 190,"Mexico, United Kingdom, Germany","February 13, 2018",2010,TV-Y,58 min,"Comedy, Drama",Description for title 3729
s3730,Movie,Title 3730,Director 56,Actor 73,"Mexico, United Kingdom","July 28, 2025",2020,PG-13,111 min,Romance,Description for title 3730
s3731,TV Show,Title 3731,Director 80,Actor 446,Brazil,"May 23, 2021",2004,G,52 min,"Animation, Romance, Horror",Description for title 3731
s3732,Movie,Title 3732,Director 194,Actor 272,Japan,"October 04, 2018",2006,R,7 Seasons,Thriller,Description for title 3732
s3733,Movie,Title 3733,Director 157,Actor 496,United Kingdom,"April 02, 2025",2014,TV-Y,6 Seasons,Adventure,Description for title 3733
s3734,Movie,Title 3734,Director 140,Actor 48,"India, South Korea","August 26, 2019",2013,TV-PG,47 min,Adventure,Description for title 3734
s3735,Movie,Title 3735,Director 18,Actor 483,Japan,"March 23, 2024",2022,NC-17,7 Seasons,"Thriller, Action, Fantasy",Description for title 3735
s3736,TV Show,Title 3736,Director 6,Actor 336,Italy,"March 16, 2019",1993,TV-Y7,14 Seasons,"Fantasy, Action, Crime",Description for title 3736
s3737,TV Show,Title 3737,Director 136,Actor 209,"United Kingdom, Germany","June 21, 2020",1990,TV-MA,48 min,"Animation, Adventure, Drama",Description for title 3737
